,Word,Valence,Arousal,Dominance
787,awaken,6.05,4.29,6.09
788,awakening,6.41,4.67,6.54
789,award,7.86,5.85,6.9
790,aware,6.86,4.7,7.05
791,awareness,6.45,3.73,7.22
792,awe,6.85,3.83,5.85
793,awed,6.05,4.21,6
794,awesome,7.86,6.05,7.11
795,awful,2.28,4.86,3.06
796,awkward,2.95,4.55,4.25
797,awkwardness,3.86,4.65,4.13
798,awning,5.79,2.9,5.29
799,axe,3.48,5.64,5.55
800,axis,4.19,3.92,5.59
801,axle,4.67,2.45,5.3
802,babble,4.55,4,4.74
803,babe,6.86,4.25,6.79
804,baboon,5.55,5.11,4.96
805,baby,6.67,4.97,4.94
806,babysit,4.74,3.67,5.74
807,babysitter,6.55,3.48,5.68
808,Bacardi,5.68,4.36,5.79
809,bachelor,5.58,4.14,5.13
810,bachelorette,5.52,4.09,4.89
811,back,4.76,2.59,5.22
812,backboard,4.7,3.41,5.47
813,backbone,5.16,4.05,6.4
814,backdoor,4.86,3.85,5.43
815,backdrop,5.45,2.7,5.27
816,backer,4.73,3.53,5.62
817,backfire,3,4.79,3.5
818,backgammon,5.6,2.06,4.83
819,background,5.05,3.67,5.57
820,backhand,3.5,4.61,4.9
821,backpack,6.05,3.68,6.5
822,backroom,4.6,3.5,5.08
823,backseat,4.84,3.32,3.9
824,backside,4.58,3.68,5.22
825,backtrack,4.26,3.15,5.3
826,backup,5.85,3.45,5.85
827,backwater,4.33,3.84,5
828,backwoods,5,2.57,5.21
829,backyard,6.1,3.88,6.79
830,bacon,7.52,4.16,6.11
831,bacteria,3.3,4.24,3.44
832,bacterial,3.68,5,3.6
833,bad,3.24,4.86,3.56
834,badass,6.14,6.68,6
835,badge,5.24,4.4,5.75
836,badger,4.63,4.35,4.58
837,badness,3.55,4.38,4.08
838,bag,5.05,3.43,5.62
839,bagel,6.32,3.6,5.17
840,baggage,4.5,4,5.95
841,baggie,5.43,3.55,5.33
842,baggy,4.45,4.05,5.21
843,bagman,4.7,2.7,3.86
844,bail,3.79,3.91,4
845,bailiff,3.95,4.33,4.86
846,bait,4,3.5,5.95
847,bake,7.2,5,6.83
848,bakery,6.79,3.86,5.74
849,balance,6.84,4.13,5.47
850,balcony,6.11,4,5.09
851,bald,2.85,3.71,4.5
852,balding,3.05,3.38,3.65
853,baldy,3.95,2.7,5.22
854,bale,4.9,2.78,4.91
855,ball,6.14,3.48,5.47
856,ballad,6.33,3.6,6.32
857,ballast,4.67,4.06,4.86
858,ballerina,6.79,3.73,5.59
859,ballet,6.86,3.72,5.62
860,ballgame,7,4.65,5.26
861,ballistic,5,4.09,4.3
862,ballistics,4.05,5.58,4.71
863,balloon,6.84,3.9,5.45
864,ballot,5.29,4.15,5.45
865,ballpark,5.44,3.85,5.16
866,ballplayer,5.26,4.09,6.24
867,ballpoint,5.1,2.46,5.26
868,ballroom,5.75,4.27,5.67
869,ballsy,4.9,5.29,5.88
870,balm,6.24,3.36,5.58
871,balmy,5.23,4.23,5.47
872,bam,5.05,3.96,4.9
873,bamboo,6.33,3.2,5.6
874,ban,3.38,5.2,5.86
875,banana,6.71,3.21,6.05
876,band,6.44,4.52,5.56
877,bandage,3.63,3.64,4.4
878,bandanna,5.26,3.15,5.42
879,bandit,3.88,5.18,4.77
880,bandstand,5.81,3.54,5.25
881,bandwagon,3.95,3.95,5.25
882,bandwidth,5.32,3.43,4.91
883,bane,3.9,3.95,3.5
884,bang,5.1,6.09,4.89
885,banger,4.05,3.33,5.45
886,banish,3.85,4.71,4.64
887,banister,5.42,2.55,5.83
888,banjo,6.35,3.53,5.09
889,bank,6,4.19,4.78
890,banker,4.89,3.38,5.32
891,banking,5.47,4.24,4.74
892,bankroll,6.05,4.95,5.58
893,bankrupt,2.21,5.49,3.41
894,bankruptcy,2.52,5.39,3.31
895,banner,5.17,3.55,5.17
896,banquet,6.11,4.57,5
897,banshee,3.58,5.09,4.15
898,banter,5.48,3.5,5.27
899,banzai,5.65,4.73,5.71
900,baptism,6.62,3.96,5.23
901,baptize,5.59,3.32,6.57
902,bar,5,4.53,5.48
903,barbarian,3.14,6.26,3.67
904,barbaric,3.43,5.6,4.31
905,barbecue,7.1,5.55,5.59
906,barbed,3.75,5.1,4.58
907,barber,4.89,3.18,5.91
908,barbershop,5.37,3.18,5.82
909,barbie doll,5.23,3.96,5.58
910,bard,4.45,2.94,5.32
911,bare,5.5,4.65,5.58
912,barefoot,6.91,4.33,6.82
913,barf,2.32,5,3.71
914,bargain,7.63,5.48,6.11
915,bargaining,5.37,4.14,6.37
916,barge,5.44,3.15,4.52
917,baritone,6.05,4,4.74
918,barium,4.9,2.91,4.85
919,bark,4.86,3.4,4.82
920,barkeep,5.7,3.71,5.54
921,barley,4.95,3.62,5.79
922,barmaid,4.85,4.6,4.59
923,barman,5.28,4.95,4.74
924,barn,6.16,3.57,5.65
925,barnacle,5.27,3.52,3.68
926,barnyard,5.65,2.55,5.15
927,barometer,5,2.88,3.82
928,baron,3.9,3.88,4.95
929,baroness,4.75,4.36,5.53
930,barracuda,4.85,5.16,3.47
931,barrage,4.24,3.96,4.64
932,barrel,4.92,3.43,4.94
933,barren,3.79,3.59,3.7
934,barricade,4.32,4.23,4.77
935,barrier,4.47,4.7,4.88
936,barrister,4.95,3.18,4.96
937,barroom,4.9,4.65,4.71
938,bartender,5.63,4.95,6.15
939,barter,5.64,4.74,6.45
940,base,5.68,3.1,6.37
941,baseball,5.79,3.15,6.05
942,baseball bat,5.75,3.39,5.86
943,baseline,5.4,2.52,5.16
944,baseman,5.19,3.95,5.05
945,basement,4.81,3.33,5.26
946,bash,3.68,5.14,4.46
947,bashful,5.55,4.36,4.74
948,basic,5.5,2.95,6.05
949,basics,5.86,3.14,5.55
950,basil,6.43,3.82,5.36
951,basin,5.47,2.77,4.75
952,basis,5.42,2.68,5.18
953,bask,6.37,3.86,6.17
954,basket,5.66,2.48,5.3
955,basketball,5.67,4.35,5.05
956,bass,5.23,4.87,5.89
957,bass guitar,6.27,4.88,6.43
958,bastard,3.31,5.1,2.59
959,bat,4.81,4.57,4.29
960,batch,5.57,3.29,5.43
961,bath,7,3.25,6.64
962,bathe,7.5,3.15,6.5
963,bathhouse,5.32,4,5.68
964,bathing,6.14,3.23,6.93
965,bathrobe,6.48,4.05,5.47
966,bathroom,5.26,2.86,5.25
967,bathtub,6.26,3.63,5.91
968,baton,4.63,3.64,5.38
969,battalion,5.14,4.76,4.77
970,batter,5.24,3.85,6
971,battered,2.95,3.86,3.22
972,battering,2.75,4.67,4.36
973,battery,4.26,3.95,4.35
974,battle,3.52,6.25,5.63
975,battlefield,3.89,6.48,4.05
976,battleground,4.09,5.76,4.09
977,battlements,3.7,4.52,5.14
978,battleship,4.43,3.41,5.3
979,batty,4.44,4.05,4.21
980,bauble,5.71,3.83,4.67
981,bawl,3.58,4.86,4.14
982,bay,7.23,3.26,4.86
983,bayonet,4.68,4.45,5.17
984,bayou,6.2,3.81,5.44
985,bazaar,6.42,5.9,5.48
986,bazooka,5.37,6.1,4.04
987,be,6.18,3.43,5.5
988,beach,7.21,5.1,5.7
989,beacon,5.18,4.52,5.32
990,bead,6.05,3.4,3.91
991,beady,4.58,3.73,4.73
992,beak,4.9,2.81,4.28
993,beaker,5.5,3.79,6
994,beam,5.74,3.59,6.54
995,bean,6,2.95,5.6
996,beanbag,5.88,3,6.17
997,beanie,5.58,3.58,5.36
998,bear,5.33,4.5,3.59
999,bearable,5.72,3.57,5.47
1000,beard,5.09,3.18,5.42
1001,bearded,5.67,5.53,6.06
1002,bearer,4.95,4.7,5.67
1003,bearings,5.43,3.29,5.32
1004,bearskin,4.25,3.95,5.6
1005,beast,4.42,5.83,4.08
1006,beastly,4.19,6.22,4.38
1007,beat,4.38,5.52,5.59
1008,beater,3.06,4.22,4.84
1009,beatnik,3.89,4.21,4.61
1010,beautiful,7.61,5.71,6.17
1011,beauty,7.58,4.89,5.6
1012,beaver,5,4.05,5.15
1013,bebop,6.26,3.95,5.25
1014,become,6.32,3.43,6.18
1015,bed,7.16,3,6.73
1016,bedding,5.05,3.65,6
1017,bedpan,2.74,5.05,4
1018,bedroom,7,4.9,6.84
1019,bedside,5.89,2.96,5.93
1020,bedspread,6.05,2.7,6
1021,bedtime,6.57,3.76,7.05
1022,bee,3.68,5.65,5.32
1023,beef,6.11,4.37,6.32
1024,beefsteak,5.53,4.05,5.61
1025,beehive,4.26,5.39,4.47
1026,beep,5.11,3.82,4.74
1027,beeper,4.9,3.16,4.18
1028,beer,5.67,4.3,5.33
1029,bees,5.14,5.53,4.2
1030,beeswax,5.15,3.62,5.53
1031,beetle,4.2,4.45,5.93
1032,befall,3.91,4.24,4.27
1033,befriend,7.14,4.25,6.32
1034,beg,3.72,4.65,3.17
1035,beggar,2.92,4.29,4.16
1036,begin,6.44,2.85,5.72
1037,beginner,5.15,3.5,4.79
1038,beginning,6.39,3,5.72
1039,begrudge,3.95,4.47,5.33
1040,behave,6.25,3.72,7.05
1041,behavior,5.28,4.27,5.88
1042,behavioral,5.1,4.1,5.96
1043,behold,6.48,3.88,6.59
1044,beholden,5.05,3.24,4.84
1045,beige,5.26,2.6,5.05
1046,belated,4.21,3.19,5.32
1047,belay,5.5,3.43,4.72
1048,belch,4.18,4.77,4.75
1049,belief,6.14,3.95,7.18
1050,believable,6.89,4.05,5.3
1051,believe,7.05,3.33,6.56
1052,believer,5.64,4.1,6.4
1053,belittle,2.7,4.05,2.92
1054,bell,5.67,4.7,6.16
1055,bellboy,4.95,3.13,5.08
1056,bellhop,5.47,4,5.37
1057,belligerent,3.11,5,3.56
1058,bellman,5.35,3.25,4.93
1059,bellow,4.63,4.75,6.26
1060,belly,4.37,3.75,4.96
1061,bellybutton,5.73,4.95,5.19
1062,bellyful,5.85,3.28,5.17
1063,belong,6.5,2.9,5.44
1064,belongings,6.09,3.96,6.17
1065,beloved,7.38,4.91,6.85
1066,belt,4.44,3.45,5.75
1067,beluga,5.1,3.77,5.74
1068,bench,5.5,3.46,5.81
1069,bend,5.75,4.4,6
1070,benefactor,6,2.95,4.5
1071,beneficial,6.61,4.18,6.3
1072,beneficiary,6.19,4.45,6.5
1073,benefit,6.87,3.53,6.25
1074,benevolence,6.29,4.35,5.43
1075,benevolent,5.95,3.6,5
1076,benign,5.86,3.26,6
1077,benzene,4.53,3.95,4.92
1078,bequeath,4.64,4.39,5.6
1079,bereaved,3.65,5.23,4.45
1080,bereavement,3.2,4.45,3.97
1081,beret,5.05,3.78,4.79
1082,berserk,3.75,5.08,4.29
1083,berth,4.52,2.71,5.3
1084,beryllium,5.6,3.87,4.93
1085,beseech,4.89,4.77,4.26
1086,bestow,6.5,3.8,6.27
1087,bestseller,6.82,5.89,6.14
1088,bet,4.95,4.76,5.5
1089,beta,5.55,3.6,4.41
1090,betray,2.52,5.33,3.86
1091,betrayal,2.24,5.71,3.12
1092,beverage,7.17,3.38,6.58
1093,beware,3.3,5.24,5.32
1094,bewildered,4.32,4.57,4.42
1095,bias,3.95,4.27,5.44
1096,biased,4.21,5.52,4.57
1097,bib,5.78,3.57,5.16
1098,bible,5.74,3.65,5
1099,biblical,6.52,3.73,5.3
1100,bicarbonate,4.9,3.5,4.86
1101,bicentennial,6.3,4.7,5.5
1102,biceps,5.95,4.42,6.45
1103,bicker,2.81,5.13,4.54
1104,bicycle,6.71,3.95,6.2
1105,bid,5.16,4,5.67
1106,bidder,5.39,3.5,5.32
1107,bidding,5.29,4.91,5.76
1108,bide,4.5,3.61,5.41
1109,big,5.64,4.33,5.61
1110,bigamy,3.15,4.36,4.21
1111,biggie,5.32,3.76,5.36
1112,bighorn,4.77,4.65,5.26
1113,bigmouth,3.71,5.3,5.58
1114,bigot,2.75,5.37,3.12
1115,bigotry,2.24,6.15,4.53
1116,bike,6.1,3.62,5.89
1117,biker,5.32,4.04,4.68
1118,bikini,5.57,5.43,5.57
1119,bilateral,5.23,2.86,5.23
1120,bile,2.61,4.1,3.5
1121,bilge,4.55,3.73,4.79
1122,bill,3.11,4,4
1123,billboard,4.25,4,5.15
1124,billiard,6.1,4,6.1
1125,billing,3.23,5.18,4.47
1126,billion,6.8,5.44,6.5
1127,billionaire,6,6.75,6.36
1128,bimbo,3.1,3.52,4.84
1129,bin,4.95,3.04,5.21
1130,binary,4.58,3.29,4.6
1131,bind,4.82,4.53,4.24
1132,binder,5.16,3.17,5.29
1133,binding,4.15,4.21,4.27
1134,binge,3.53,5.18,5.21
1135,bingo,5.62,5,5.23
1136,binoculars,5.57,2.58,6.1
1137,bio,5.2,3.14,6.05
1138,biochemical,4.05,4.21,4.21
1139,biochemist,5.37,4.19,5.3
1140,biochemistry,5.48,3.67,5.14
1141,biographer,5.53,3.05,5.57
1142,biography,5.4,3,5.95
1143,biological,6.57,3.52,5.11
1144,biologist,5.85,3.27,5.85
1145,biology,6,4.1,4.45
1146,bionic,5.42,5.18,4.91
1147,biopsy,3.1,3.46,3.9
1148,bipolar,3.26,5,3.18
1149,birch,6.53,2.85,5
1150,bird,6.75,3.83,5.88
1151,birdcage,5.2,4.23,4.52
1152,birdie,6.47,3.43,5.43
1153,birdman,5,4.15,5.5
1154,birth,6.52,5.75,5
1155,birthday,6.37,4.6,6.07
1156,birthing,5.29,6.4,4.9
1157,birthmark,4.6,3,4.24
1158,birthplace,6.95,3.41,4.85
1159,birthright,5.63,4.58,6.75
1160,biscuit,6.45,2.91,6.26
1161,bisexual,4.74,4.5,5.09
1162,bishop,4.53,3.77,4.82
1163,bisque,5.42,2.78,5.19
1164,bistro,5.95,4.33,5.18
1165,bit,5.05,3.86,5.53
1166,bitch,2.55,5.95,3.65
1167,bitchy,3.11,4.83,4.24
1168,bite,3.52,5.1,6.58
1169,biter,3.59,5.27,4.5
1170,bitsy,5.33,3.05,4.78
1171,bitter,3.63,4.64,4.58
1172,bitterness,3.15,5.1,4.62
1173,bittersweet,5.09,4.21,4.52
1174,bitty,5.16,3.6,5.2
1175,biz,4.7,4.42,5.27
1176,bizarre,4.41,5,4.5
1177,blab,3.7,4.74,4.52
1178,blabbermouth,2.9,4.48,4.26
1179,black,5.4,3.58,5.48
1180,black snake,2.6,5.76,3.79
1181,blackberry,6.63,3.24,5.45
1182,blackbird,5.62,3.5,5.04
1183,blackboard,4.95,4,6
1184,blacken,4.1,3.95,4.74
1185,blackface,3.2,4.43,4.48
1186,blackjack,5,5.05,5
1187,blacklist,3.45,4,3.21
1188,blackmail,2.59,5.44,3.98
1189,blackmailer,2.05,5.11,2.77
1190,blackness,3.82,4.52,5.23
1191,blackout,3.73,4.89,2.76
1192,blacksmith,5.58,3.24,6
1193,bladder,4.58,3.78,5.53
1194,blade,3.9,4.52,4.56
1195,blame,2.94,4.81,3.33
1196,blameless,5.45,3.74,5.19
1197,bland,3.88,2.43,5.77
1198,blank,4.67,2.9,4.68
1199,blanket,7.05,2.23,6.75
1200,blare,4.8,4.68,4.79
1201,blase,4.46,3.62,4.45
1202,blasphemous,3.18,4.62,3.27
1203,blasphemy,2.95,5.65,4.6
1204,blast,4.45,4.5,4.45
1205,blaster,4.89,5,5.38
1206,blastoff,6.33,5.2,5.28
1207,blatant,3.68,4.62,5.45
1208,blaze,4.47,5.33,4.2
1209,blazer,5.5,4.22,5.46
1210,bleach,4.62,5.3,4.89
1211,bleak,3.96,3.18,3.85
1212,bleed,2.47,5,3.75
1213,bleeder,3.29,5.9,3.6
1214,bleep,5,4.85,5.27
1215,blemish,3.1,4.81,5.12
1216,blend,5.63,3.48,5.36
1217,blender,5.16,4.05,5.53
1218,bless,7,4.57,6.26
1219,blessed,7.5,3.55,5.32
1220,blessing,7.18,4.21,6.1
1221,bleu,4.84,3.67,5.43
1222,blight,3.14,4.24,3.92
1223,blimp,5.14,3.59,4.67
1224,blind,2.8,3.73,3.04
1225,blindfold,4.55,3.65,3.5
1226,blinding,3.37,5.24,4
1227,blindness,2.55,4.78,2.38
1228,blink,5.25,3.12,4.83
1229,blip,4.52,4.4,4.55
1230,bliss,7.62,4.13,6.36
1231,blissful,7.67,3.74,6.08
1232,blister,2.87,4.7,4.52
1233,blistering,4.24,3.61,4.3
1234,blitz,5.6,5.9,5.45
1235,blizzard,4.36,6.53,3.65
1236,bloat,3.4,3.78,3.86
1237,bloated,2.8,3,3.24
1238,blob,3.9,3.57,5.44
1239,block,4.48,4.25,6.21
1240,blockade,3.45,3.4,4.36
1241,blockage,3.7,4.19,3.57
1242,blockbuster,5.68,5.35,5.75
1243,blockhead,4.81,4.25,4.88
1244,blog,5.14,3.61,6.11
1245,bloke,5,4.24,4.78
1246,blond,6.08,3,5.38
1247,blonde,6,5.75,5.56
1248,blood,3.48,5.76,3.94
1249,bloodbath,2.05,4.86,3.28
1250,bloodhound,5,4.59,4.84
1251,bloodline,5.71,4,3.73
1252,bloodshed,3.61,5.22,3.19
1253,bloodshot,2.85,4.72,4.04
1254,bloodstream,5.05,3.77,4.7
1255,bloodthirsty,2.55,4.9,4.68
1256,bloody,2.86,5.76,3.75
1257,bloom,6.4,4.87,6.05
1258,bloomers,6.26,4.57,5.13
1259,blooming,7.19,3.04,5
1260,blossom,7.05,4.75,5.64
1261,blot,4.37,3.05,5.29
1262,blotter,5.5,4.14,5.26
1263,blouse,5.73,3.24,6.59
1264,blow,6.1,4.48,5
1265,blowfish,4.62,3.95,4.5
1266,blowjob,6.16,6.5,6.07
1267,blowout,4.27,4.78,4.42
1268,blowtorch,5.22,5.76,4.74
1269,blubber,3.85,4.27,4.72
1270,blue,6.53,3.69,5.79
1271,blue spruce,5.58,3.1,4.8
1272,blueberry,7.11,3.23,5.7
1273,bluebird,7.29,3.55,5.86
1274,bluegrass,5.65,3.35,5.9
1275,bluejay,6.64,3.43,5
1276,blueprint,4.95,3.71,5.96
1277,blues,3.43,3.61,5.44
1278,bluff,4.58,4.17,5.21
1279,blunder,3.95,4.14,3.64
1280,blunt,4.65,4.61,5.63
1281,blur,4.45,3.88,4.96
1282,blurry,4.1,2.83,3.57
1283,blurt,4.9,4.64,3.95
1284,blush,6.38,4.74,4.25
1285,boa,3.63,5.23,3.61
1286,boa constrictor,3.79,5.06,2.71
1287,boar,5,3.08,4.68
1288,board,5.33,3.52,5.37
1289,board game,6.33,4.4,5.05
1290,boarder,5.15,3.75,5.44
1291,boarding,5.22,3.25,4.72
1292,boardroom,4.38,3.75,5.38
1293,boardwalk,6.86,4.08,6.17
1294,boast,4.24,4.36,6.33
1295,boat,6.36,4.05,5.59
1296,boathouse,6.05,4.83,5
1297,boating,6.63,4.64,5.82
1298,boatload,5.45,4.29,5.19
1299,boatman,5.38,3.6,6.33
1300,bobcat,5.38,5,4.36
1301,bobsled,6,4.57,5.52
1302,bode,4.71,4,4.9
1303,bodega,5.05,4,3.93
1304,bodily,4.74,3.71,4.29
1305,body,5.95,4.62,5.76
1306,bodyguard,5.29,4.55,5.64
1307,bog,3.57,3.68,5
1308,bogey,3.58,4.86,3.75
1309,bogeyman,3.81,4.67,3.69
1310,bogus,2.84,5.32,3.59
1311,bohemian,6.05,4.79,4.25
1312,boil,4.48,5.42,5.4
1313,boiler,4.47,3.23,5.08
1314,bold,6.68,4.86,6.39
1315,bollocks,4.68,4.38,4.75
1316,bolt,3.9,4.55,4.64
1317,bomb,2.47,5.71,3.14
1318,bombardier,4.73,4.48,4.05
1319,bombardment,3.14,5.48,3
1320,bomber,2.84,6.24,3.94
1321,bombing,2.1,7.11,3.42
1322,bombshell,5.68,5.5,4.5
1323,bonanza,6.09,4.42,5.71
1324,bonbon,6.71,4.17,6.11
1325,bondage,4.38,5.65,4.28
1326,bonding,6.45,3.81,6.18
1327,bondsman,3.58,4.24,4.5
1328,bone,5.24,4.75,6
1329,bonehead,4.05,4.46,5.08
1330,boner,5.33,5.15,4.8
1331,bonfire,6.53,4.67,5.35
1332,bong,4.26,4.05,5.95
1333,bonkers,4.95,5.08,4.29
1334,bonnet,4.89,2.96,6
1335,bonny,5.1,3.22,5.19
1336,bonsai,6.38,4.1,5.95
1337,bonus,8.05,6.9,6.19
1338,bony,4.95,4.89,5.31
1339,boob,5.29,5.3,5.83
1340,booby,7.23,5.33,5.91
1341,booger,3.25,3.8,4.33
1342,boogeyman,3.55,5.09,3
1343,boogie,3.8,4.55,4.96
1344,book,7.05,3.13,6.41
1345,bookcase,6.1,3.38,6.06
1346,bookie,4.57,4,4
1347,bookkeeper,5.58,3.61,6
1348,bookkeeping,5.16,3.48,5.83
1349,booklet,5.52,3.55,5.62
1350,bookmaker,5.59,3.09,5.9
1351,bookmark,6.26,3,6.47
1352,bookshop,6.7,4.22,7
1353,bookstore,7.19,4.25,7.15
1354,bookworm,6.67,2.47,5.32
1355,boom,4.74,5.57,5.14
1356,boomer,4.1,3.77,5.3
1357,boomerang,5.91,4.57,5.14
1358,boon,4.84,3.45,5.68
1359,boost,6.53,4.7,6.25
1360,booster,4.52,3.39,4.85
1361,boot,5.3,3.95,6.24
1362,booth,5.25,4.35,5.17
1363,bootleg,3.68,4.69,5
1364,bootlegger,5.56,4.85,5.56
1365,boots,5.89,3.52,5.08
1366,booty,5.63,5.43,5.3
1367,booze,5,5.08,5.15
1368,bop,5.63,3.95,5.4
1369,bopper,5.33,3.23,5.24
1370,border,4.68,4.3,4.74
1371,borderline,4,4.39,4.84
1372,bored,2.95,3.65,4.96
1373,boredom,2.77,2.58,5.04
1374,boring,2.71,2.85,6.05
1375,born,7.33,3.9,3.78
1376,boron,4.1,2.91,5.28
1377,borough,5,3.45,5.22
1378,borrow,5.18,4.55,6.16
1379,bosom,6.44,4.7,5
1380,boss,4.76,4.43,4.65
1381,bossy,2.86,4.68,4.73
1382,botanical,5.77,3.25,5.73
1383,botany,5.55,3,4.81
1384,bother,4.44,4.2,4.22
1385,bottle,5.47,3.32,5.88
1386,bottleneck,4.5,4.48,5
1387,bottling,5.37,3.61,5
1388,bottom,3.61,3.19,3.44
1389,bottomless,5.71,4.3,4.64
1390,botulism,3.4,4.57,3.3
1391,bounce,6.1,4.68,6.15
1392,bouncer,4.37,4.33,5.29
1393,bouncy,6.64,4.54,5.54
1394,bound,4.05,5.55,4.85
1395,boundary,4.75,4.17,3.95
1396,bountiful,6.27,4.43,6.16
1397,bounty,4.37,4.85,5.45
1398,bouquet,6.67,3.33,5.76
1399,bourbon,5.7,5.95,5.69
1400,bout,3.9,3.67,5.3
1401,boutique,6.1,4.33,5.88
1402,bovine,4.4,3.5,6.19
1403,bow,5.46,3.85,5.95
1404,bowel,3.21,3.57,4.5
1405,bowels,3.25,3.67,5.04
1406,bowl,5.67,3.21,5.58
1407,bowler,5.18,3.64,5.35
1408,bowling,6.68,4.05,5.2
1409,box,5.33,2.67,4.67
1410,boxcar,5.5,4.21,4.95
1411,boxer,5.21,4.14,5.64
1412,boxers,5.05,4.52,5.96
1413,boxing,4.47,5.73,5.63
1414,boy,5.84,4.11,5.5
1415,boycott,4.2,5,6.52
1416,boyfriend,7.06,4.9,5.17
1417,boyhood,5.42,3.45,5.35
1418,boyish,5.73,4.63,5.62
1419,boysenberry,5.95,3.19,5.8
1420,bozo,4.35,4.32,4.5
1421,bra,5.9,3.92,5.63
1422,brace,4.85,3.9,4.97
1423,bracelet,6.48,3.96,5
1424,bracket,4.63,3.15,5.05
1425,brag,4.05,3.5,5.32
1426,braid,5.78,3.9,5.6
1427,brain,6.22,3.35,6.28
1428,brainless,3.57,3.95,4.11
1429,brainstorm,6.57,4.29,6.55
1430,brainwash,3.11,5.9,2.88
1431,brainy,6.26,5.05,6.92
1432,brake,4.9,3.82,5.67
1433,bran,4.84,2.26,5.05
1434,branch,5.15,2.67,4.91
1435,brand,5.05,2.82,4.57
1436,brandy,5.67,3.86,5.5
1437,brash,4.38,3.55,5.33
1438,brass,5.05,4,5.95
1439,brass knuckle,4.25,5.23,5.53
1440,brassiere,6,4.68,5.54
1441,brat,2.67,4.67,4.61
1442,bratwurst,5.65,2.75,4.81
1443,bravado,5.89,4.7,6.04
1444,brave,7.38,4.95,6.84
1445,bravery,7.38,5.84,6.57
1446,brawl,3.64,5.38,4.73
1447,brawn,5,4.65,5.57
1448,brazen,5,5.67,5.64
1449,breach,3.67,3.46,4.76
1450,bread,6.52,3.85,6.05
1451,breadth,4.63,3.61,5.5
1452,break,5.1,4.71,4.5
1453,breakaway,4.67,4.6,5.81
1454,breakdown,3.48,4.73,3.62
1455,breaker,3.91,4.75,5.52
1456,breakfast,7.39,5,6.83
1457,breaking and entering,2,5.68,2.7
1458,breakthrough,6.35,5.68,6.58
1459,breakup,2.19,6.33,3.72
1460,breast,6.64,5.39,5
1461,breath,6.61,2.35,5.78
1462,breathe,7.17,2.6,6.22
1463,breather,5.95,2.85,5.42
1464,breathless,4.95,5.73,5.19
1465,breathtaking,7,5.38,5.52
1466,breech,3.14,3.57,5.05
1467,breed,5.74,4.1,6.17
1468,breeder,4.71,3.79,5.3
1469,breeding,5.62,3.95,5.41
1470,breeze,7.61,3.2,4.55
1471,breezy,6.26,4.19,5.76
1472,brethren,5.62,3.71,5.48
1473,brew,5.42,3.5,5.71
1474,brewery,5.74,4.75,5.46
1475,brewing,6.62,5.85,5.19
1476,briar,4.95,4,4.58
1477,bribe,3.32,4.44,4.59
1478,bribery,3.59,5.05,4.14
1479,brick,4.65,2.53,5
1480,bridal,6.2,4.84,5.54
1481,bride,6.8,4.5,6.08
1482,bridegroom,6.1,4.33,4.75
1483,bridesmaid,6.19,4.82,5.05
1484,bridge,5.44,3.48,4.78
1485,brief,6,3.42,5.39
1486,briefcase,5.2,3.59,6.33
1487,briefing,4.76,3.58,5.88
1488,brig,4,3.29,3.5
1489,brigade,4.43,4.44,5.59
1490,bright,6.84,5,6.38
1491,brighten,7.37,5.32,6.77
1492,brightness,7.05,4.39,5.79
1493,brilliance,7.09,5.24,6.64
1494,brilliant,7.5,5.95,7.16
1495,brim,5.21,4,4.79
1496,brimstone,3.67,3.87,3.65
1497,bring,5.68,4.29,5.72
1498,brink,4.95,4.22,4.53
1499,brisk,5.86,5.3,6.11
1500,brisket,5.6,4.27,5.16
1501,brittle,3.86,4.42,4.5
1502,bro,5.32,3.77,5.13
1503,broach,4.47,3.29,4.61
1504,broad,5.14,3.26,4.23
1505,broadcast,4.89,4.41,4.92
1506,broadcasting,4.68,4.14,5.58
1507,broaden,6.39,3.16,5.6
1508,broadside,3.8,3.16,4.64
1509,broadsword,5.24,4.62,6
1510,broccoli,6,2.48,5.12
1511,brochure,4.74,3.43,5.32
1512,broken,2.75,4.86,3.76
1513,brokenhearted,2.47,5.41,3.47
1514,broker,4.15,3.77,5.37
1515,brokerage,4.5,3.57,5.16
1516,bromide,4.43,2.75,4.58
1517,bronco,5.83,4.25,4.28
1518,bronze,5.81,3.62,5.4
1519,brooch,5.33,3.64,5.04
1520,brood,4.65,2.57,4.04
1521,brooding,3.29,4,4.18
1522,brook,7,3.33,6.08
1523,broom,5.5,3.33,5.76
1524,broomstick,5,3.32,5.5
1525,broth,5.55,2.27,6.23
1526,brothel,4.63,5.4,4.88
1527,brother,6.18,4.48,5.46
1528,brotherhood,6.42,5.14,6.57
1529,brotherly,7.45,4.44,6.31
1530,brow,5.11,3.23,4.29
1531,brown,5.52,3.32,4.65
1532,brownstone,4.74,2.94,4.94
1533,browse,5.47,3.57,5.95
1534,bruise,3.24,4.04,3.78
1535,bruising,3.42,4.96,4.21
1536,brunch,6.57,4.09,5.64
1537,brunette,6.35,4.15,5.36
1538,brunt,3.71,3.96,4.85
1539,brush,5.47,3.18,6.18
1540,brutal,3.07,5.13,3.94
1541,brutality,2.43,4.96,3.89
1542,brute,3.48,4.85,5.55
1543,brutish,3,4.74,5.11
1544,bubble,6.43,4.19,6.12
1545,bubbly,6.9,4.77,6
1546,bubonic,2.17,5.78,3.52
